powers,times,temps,setpoints
0.9883581247725932,247.42655515670776,49.967025323524226,50.0
0.9883581247725932,247.4280891418457,49.96700669675001,50.0
0.9883581247725932,247.42941808700562,49.96698827652558,50.0
0.9883581247725932,247.43092918395996,49.96696922804556,50.0
0.9890473204630903,247.43241500854492,49.966950997158435,50.0
0.9890473204630903,247.43388104438782,49.96693235030299,50.0
0.9890473204630903,247.4353232383728,49.966914011653806,50.0
0.9890473204630903,247.43660020828247,49.96689539821632,50.0
0.9890473204630903,247.43805313110352,49.966877586938615,50.0
0.9890473204630903,247.43951106071472,49.96685827126438,50.0
0.9890473204630903,247.44095301628113,49.9668404128008,50.0
0.99042281557303,247.44243812561035,49.96682494138707,50.0
0.99042281557303,247.44389724731445,49.966807349384865,50.0
0.99042281557303,247.44535613059998,49.966791075624336,50.0
0.99042281557303,247.44683122634888,49.966775018603556,50.0
0.99042281557303,247.4483540058136,49.966759222715005,50.0
0.99042281557303,247.4498553276062,49.9667452364728,50.0
0.99042281557303,247.45131707191467,49.96672932307475,50.0
0.9901982393056199,247.45278000831604,49.96671335483893,50.0
0.9901982393056199,247.45424818992615,49.9666975615617,50.0
0.9901982393056199,247.45575213432312,49.96668333839576,50.0
0.9901982393056199,247.457102060318,49.9666693641181,50.0
0.9901982393056199,247.45841813087463,49.96665539212381,50.0
0.9901982393056199,247.4596540927887,49.966641264859774,50.0
0.9901982393056199,247.46089005470276,49.96662668092,50.0
0.9901982393056199,247.46207928657532,49.96661230248431,50.0
0.9882003823374879,247.5280523300171,49.966598303089484,50.0
0.9882003823374879,247.52960205078125,49.966583963736966,50.0
0.9882003823374879,247.5309522151947,49.96656957297217,50.0
0.9882003823374879,247.53248834609985,49.96655483166909,50.0
0.9882003823374879,247.53398823738098,49.966541600017536,50.0
0.9882003823374879,247.53545331954956,49.96652870020888,50.0
0.9882003823374879,247.53704714775085,49.96651658560597,50.0
0.9927422503089476,247.53854823112488,49.96650447100306,50.0
0.9927422503089476,247.53989601135254,49.96649281443684,50.0
0.9927422503089476,247.54115295410156,49.9657143577482,50.0
0.9927422503089476,247.54262232780457,49.9656960716357,50.0
0.9927422503089476,247.54411220550537,49.96568014021184,50.0
0.9927422503089476,247.54536604881287,49.96566201445448,50.0
0.9927422503089476,247.54658031463623,49.96564431631083,50.0
0.9927422503089476,247.54798316955566,49.965627028901395,50.0
1.0342170512526065,247.54932403564453,49.965608222338,50.0
1.0342170512526065,247.55076622962952,49.9655973278506,50.0
1.0342170512526065,247.55208325386047,49.96558754599907,50.0
1.0342170512526065,247.55335330963135,49.965578423423224,50.0
1.0342170512526065,247.55507135391235,49.965567759076684,50.0
1.0342170512526065,247.55668807029724,49.965556945917264,50.0
1.0342170512526065,247.55819535255432,49.96554784583638,50.0
0.9974326423129197,247.5596742630005,49.965539032998976,50.0
0.9974326423129197,247.5611550807953,49.96552885142912,50.0
0.9974326423129197,247.56262016296387,49.9655747319128,50.0
0.9974326423129197,247.5641951560974,49.9656240795383,50.0
0.9974326423129197,247.56581020355225,49.96566914422391,50.0
0.9974326423129197,247.5675311088562,49.96571260178732,50.0
0.9974326423129197,247.56902718544006,49.965771388196536,50.0
